DATE_KEY,Meta,Meta-1,Meta-2,Meta-3,Display ads,Google,Perf max,Shopping,Video ads,new_customers
2022-02-17,6419.46210821995,6151.421766975803,5594.107309666246,5107.95102258655,354.89218,3489.619593,,2787.519472,49.675565,13.0
2022-02-18,6471.693146893529,6419.46210821995,6151.421766975803,5594.107309666246,316.111661,2160.288937,,2602.420944,50.333216,14.0
2022-02-19,6256.074142537035,6471.693146893529,6419.46210821995,6151.421766975803,413.477198,1607.663625,,2572.621787,48.527518,16.0
2022-02-20,6382.399539609537,6256.074142537035,6471.693146893529,6419.46210821995,415.905862,1692.943934,,2781.513143,51.433065,17.0
2022-02-21,5891.6637642435935,6382.399539609537,6256.074142537035,6471.693146893529,483.300799,1899.325486,,2762.599622,52.59653,9.0
2022-02-22,6509.888294517119,5891.6637642435935,6382.399539609537,6256.074142537035,465.335477,3505.774016,,2534.926625,74.43587,13.0
2022-02-23,7470.9295313255425,6509.888294517119,5891.6637642435935,6382.399539609537,556.713844,3003.574277,,2729.953153,74.11950999999999,11.0
2022-02-24,8499.134919566854,7470.9295313255425,6509.888294517119,5891.6637642435935,560.588544,1979.459972,,2457.850603,74.533143,12.0
2022-02-25,9531.30881823492,8499.134919566854,7470.9295313255425,6509.888294517119,496.908416,2188.940012,,2747.472967,74.294677,10.0
2022-02-26,9416.03064919976,9531.30881823492,8499.134919566854,7470.9295313255425,595.179594,2101.095351,,2859.378458,73.89753999999999,8.0
2022-02-27,9987.598986508605,9416.03064919976,9531.30881823492,8499.134919566854,614.517668,2270.562847,,3031.090437,76.009907,14.0
2022-02-28,9243.760172629418,9987.598986508605,9416.03064919976,9531.30881823492,474.317603,2235.217115,,3001.66882,75.013228,25.0
2022-03-01,8087.347130576257,9243.760172629418,9987.598986508605,9416.03064919976,526.292398,2240.158276,,2371.389832,73.858171,11.0
2022-03-02,6815.065990219328,8087.347130576257,9243.760172629418,9987.598986508605,445.643033,1510.184125,,3076.0444190000003,73.704426,10.0
2022-03-03,6746.435224532476,6815.065990219328,8087.347130576257,9243.760172629418,369.45349699999997,1416.032696,,3257.374603,73.779198,12.0
2022-03-04,4544.743236283853,6746.435224532476,6815.065990219328,8087.347130576257,269.931812,1525.473529,,3436.159347,73.84151800000001,18.0
2022-03-05,3662.2843646860456,4544.743236283853,6746.435224532476,6815.065990219328,128.229431,2003.009069,,3692.487486,71.834642,12.0
2022-03-06,3767.416102396229,3662.2843646860456,4544.743236283853,6746.435224532476,124.602447,1961.6166269999999,,3259.55709,74.34738800000001,9.0
2022-03-07,3418.137320319809,3767.416102396229,3662.2843646860456,4544.743236283853,120.889655,1764.641641,,2551.461165,73.884837,13.0
2022-03-08,3717.9401099852553,3418.137320319809,3767.416102396229,3662.2843646860456,145.556373,1823.406591,,2707.867287,73.345679,11.0
